"HydroID","cnt","fragforest_2006_sum","fragforest_2006_pct"
201480087,0,0,NA
201480086,0,0,NA
201480176,0,0,NA
201480107,0,0,NA
201480106,0,0,NA
201480179,0,0,NA
201480296,0,0,NA
201480175,0,0,NA
201480462,0,0,NA
201480240,0,0,NA
201480295,0,0,NA
201480461,0,0,NA
201480603,0,0,NA
201480452,0,0,NA
201480636,0,0,NA
201480451,0,0,NA
201480644,0,0,NA
201480643,0,0,NA
201480635,0,0,NA
201480884,0,0,NA
201480602,0,0,NA
201480883,0,0,NA
201480704,0,0,NA
201480820,0,0,NA
201480703,0,0,NA
201481013,0,0,NA
201480839,0,0,NA
201480949,0,0,NA
201480821,0,0,NA
201481139,0,0,NA
201481130,0,0,NA
201480921,0,0,NA
201481018,0,0,NA
201481059,0,0,NA
201481088,0,0,NA
201481017,0,0,NA
201481022,0,0,NA
201480952,0,0,NA
201481021,0,0,NA
201481135,2102,897,0.426736441484301
201481176,0,0,NA
201481100,0,0,NA
201481169,0,0,NA
201481072,0,0,NA
201481087,0,0,NA
201481145,0,0,NA
201481111,0,0,NA
201481146,0,0,NA
201481129,0,0,NA
201481263,0,0,NA
201481144,0,0,NA
201481142,2219,864,0.389364578639027
201481175,0,0,NA
201481278,0,0,NA
201481279,0,0,NA
201481187,0,0,NA
201481503,0,0,NA
201481404,0,0,NA
201481289,0,0,NA
201481315,0,0,NA
201481322,0,0,NA
201481284,0,0,NA
201481375,0,0,NA
201481321,0,0,NA
201481290,0,0,NA
201481634,0,0,NA
201481310,0,0,NA
201481456,4159,975,0.234431353690791
201481302,0,0,NA
201481296,0,0,NA
201481330,0,0,NA
201481544,0,0,NA
201481435,0,0,NA
201481373,0,0,NA
201481498,0,0,NA
201481501,1450,505,0.348275862068965
201481408,0,0,NA
201481382,0,0,NA
201481407,0,0,NA
201481502,0,0,NA
201481469,0,0,NA
201481636,0,0,NA
201481500,1188,244,0.205387205387205
201481478,1556,354,0.227506426735219
201481514,1314,302,0.229832572298326
201481651,0,0,NA
201481511,0,0,NA
201481532,0,0,NA
201481711,0,0,NA
201481455,1067,436,0.408622305529522
201481627,0,0,NA
201481574,1099,427,0.388535031847134
201481635,0,0,NA
201481479,923,240,0.260021668472373
201481659,0,0,NA
201481628,0,0,NA
201481515,945,312,0.33015873015873
201481733,1705,531,0.311436950146628
201481600,0,0,NA
201481545,0,0,NA
201481538,42,0,0
201481535,485,31,0.0639175257731959
201481575,937,317,0.338313767342583
201481537,3,0,0
201481642,2909,1111,0.38191818494328
201481667,758,294,0.387862796833773
201481825,0,0,NA
201481748,1028,484,0.470817120622568
201481664,0,0,NA
201481599,0,0,NA
201481699,0,0,NA
201481688,0,0,NA
201481663,0,0,NA
201481665,0,0,NA
201482016,0,0,NA
201481824,0,0,NA
201481671,0,0,NA
201481644,0,0,NA
201481641,0,0,NA
201481652,0,0,NA
201481746,0,0,NA
201481739,0,0,NA
201481681,0,0,NA
201481689,0,0,NA
201481668,953,416,0.436516264428122
201481940,0,0,NA
201481648,0,0,NA
201481682,0,0,NA
201481740,0,0,NA
201481747,0,0,NA
201481700,0,0,NA
201481712,0,0,NA
201481732,1254,399,0.318181818181818
201481741,0,0,NA
201481831,2592,853,0.329089506172839
201481762,21,12,0.571428571428571
201481887,0,0,NA
201481796,0,0,NA
201481972,1494,612,0.409638554216867
201481873,0,0,NA
201481800,1042,307,0.294625719769674
201482058,1970,897,0.455329949238579
201481982,0,0,NA
201481902,0,0,NA
201481946,0,0,NA
201482006,0,0,NA
201482118,0,0,NA
201481922,2161,539,0.249421564090699
201481912,1244,510,0.409967845659164
201482256,0,0,NA
201481985,1619,636,0.392835083384805
201481938,0,0,NA
201482072,0,0,NA
201481955,0,0,NA
201482031,1433,674,0.470341939986043
201481949,92,0,0
201482014,0,0,NA
201481954,1475,483,0.327457627118644
201482138,0,0,NA
201482005,0,0,NA
201482013,0,0,NA
201481977,44,0,0
201482137,0,0,NA
201482171,0,0,NA
201481986,39,9,0.230769230769231
201481990,0,0,NA
201482012,0,0,NA
201482037,1424,503,0.353230337078652
201482135,1199,325,0.271059216013344
201482231,0,0,NA
201482062,1587,789,0.497164461247637
201482017,0,0,NA
201482047,0,0,NA
201482158,0,0,NA
201482055,0,0,NA
201482249,0,0,NA
201482103,2956,1227,0.415087956698241
201482041,0,0,NA
201482059,0,0,NA
201482134,0,0,NA
201482104,78,2,0.0256410256410256
201482145,0,0,NA
201482117,0,0,NA
201482286,0,0,NA
201482175,1283,518,0.403741231488698
201482159,983,399,0.405900305188199
201482177,0,0,NA
201482398,4465,1678,0.375811870100784
201482170,0,0,NA
201482257,0,0,NA
201482203,0,0,NA
201482197,0,0,NA
201482198,0,0,NA
201482428,0,0,NA
201482434,0,0,NA
201482285,0,0,NA
201482239,0,0,NA
