"HydroID","cnt","openwater_1990_sum","openwater_1990_pct"
201480087,0,0,NA
201480086,0,0,NA
201480176,0,0,NA
201480107,0,0,NA
201480106,0,0,NA
201480179,0,0,NA
201480296,0,0,NA
201480175,0,0,NA
201480462,0,0,NA
201480240,0,0,NA
201480295,0,0,NA
201480461,0,0,NA
201480603,0,0,NA
201480452,0,0,NA
201480636,0,0,NA
201480451,0,0,NA
201480644,0,0,NA
201480643,0,0,NA
201480635,0,0,NA
201480884,0,0,NA
201480602,0,0,NA
201480883,0,0,NA
201480704,0,0,NA
201480820,0,0,NA
201480703,0,0,NA
201481013,0,0,NA
201480839,0,0,NA
201480949,0,0,NA
201480821,0,0,NA
201481139,0,0,NA
201481130,0,0,NA
201480921,0,0,NA
201481018,0,0,NA
201481059,0,0,NA
201481088,0,0,NA
201481017,0,0,NA
201481022,0,0,NA
201480952,0,0,NA
201481021,0,0,NA
201481135,2102,16,0.00761179828734539
201481176,0,0,NA
201481100,0,0,NA
201481169,0,0,NA
201481072,0,0,NA
201481087,0,0,NA
201481145,0,0,NA
201481111,0,0,NA
201481146,0,0,NA
201481129,0,0,NA
201481263,0,0,NA
201481144,0,0,NA
201481142,2219,19,0.00856241550247859
201481175,0,0,NA
201481278,0,0,NA
201481279,0,0,NA
201481187,0,0,NA
201481503,0,0,NA
201481404,0,0,NA
201481289,0,0,NA
201481315,0,0,NA
201481322,0,0,NA
201481284,0,0,NA
201481375,0,0,NA
201481321,0,0,NA
201481290,0,0,NA
201481634,0,0,NA
201481310,0,0,NA
201481456,4159,341,0.0819908631882664
201481302,0,0,NA
201481296,0,0,NA
201481330,0,0,NA
201481544,0,0,NA
201481435,0,0,NA
201481373,0,0,NA
201481498,0,0,NA
201481501,1450,114,0.0786206896551724
201481408,0,0,NA
201481382,0,0,NA
201481407,0,0,NA
201481502,0,0,NA
201481469,0,0,NA
201481636,0,0,NA
201481500,1188,37,0.0311447811447811
201481478,1556,42,0.0269922879177378
201481514,1314,87,0.0662100456621005
201481651,0,0,NA
201481511,0,0,NA
201481532,0,0,NA
201481711,0,0,NA
201481455,1067,1,0.000937207122774133
201481627,0,0,NA
201481574,1099,39,0.0354868061874431
201481635,0,0,NA
201481479,923,43,0.0465872156013001
201481659,0,0,NA
201481628,0,0,NA
201481515,945,87,0.0920634920634921
201481733,1705,67,0.0392961876832845
201481600,0,0,NA
201481545,0,0,NA
201481538,42,39,0.928571428571429
201481535,485,165,0.34020618556701
201481575,937,1,0.00106723585912487
201481537,3,3,1
201481642,2909,39,0.013406668958405
201481667,758,215,0.283641160949868
201481825,0,0,NA
201481748,1028,0,0
201481664,0,0,NA
201481599,0,0,NA
201481699,0,0,NA
201481688,0,0,NA
201481663,0,0,NA
201481665,0,0,NA
201482016,0,0,NA
201481824,0,0,NA
201481671,0,0,NA
201481644,0,0,NA
201481641,0,0,NA
201481652,0,0,NA
201481746,0,0,NA
201481739,0,0,NA
201481681,0,0,NA
201481689,0,0,NA
201481668,953,98,0.102833158447009
201481940,0,0,NA
201481648,0,0,NA
201481682,0,0,NA
201481740,0,0,NA
201481747,0,0,NA
201481700,0,0,NA
201481712,0,0,NA
201481732,1254,0,0
201481741,0,0,NA
201481831,2592,535,0.206404320987654
201481762,21,0,0
201481887,0,0,NA
201481796,0,0,NA
201481972,1494,20,0.0133868808567604
201481873,0,0,NA
201481800,1042,12,0.0115163147792706
201482058,1970,40,0.0203045685279188
201481982,0,0,NA
201481902,0,0,NA
201481946,0,0,NA
201482006,0,0,NA
201482118,0,0,NA
201481922,2161,37,0.017121702915317
201481912,1244,150,0.120578778135048
201482256,0,0,NA
201481985,1619,252,0.155651636812847
201481938,0,0,NA
201482072,0,0,NA
201481955,0,0,NA
201482031,1433,15,0.0104675505931612
201481949,92,92,1
201482014,0,0,NA
201481954,1475,137,0.0928813559322034
201482138,0,0,NA
201482005,0,0,NA
201482013,0,0,NA
201481977,44,44,1
201482137,0,0,NA
201482171,0,0,NA
201481986,39,14,0.358974358974359
201481990,0,0,NA
201482012,0,0,NA
201482037,1424,191,0.134129213483146
201482135,1199,604,0.503753127606339
201482231,0,0,NA
201482062,1587,10,0.00630119722747322
201482017,0,0,NA
201482047,0,0,NA
201482158,0,0,NA
201482055,0,0,NA
201482249,0,0,NA
201482103,2956,212,0.0717185385656292
201482041,0,0,NA
201482059,0,0,NA
201482134,0,0,NA
201482104,78,53,0.67948717948718
201482145,0,0,NA
201482117,0,0,NA
201482286,0,0,NA
201482175,1283,14,0.0109119251753702
201482159,983,206,0.209562563580875
201482177,0,0,NA
201482398,4465,81,0.0181410974244121
201482170,0,0,NA
201482257,0,0,NA
201482203,0,0,NA
201482197,0,0,NA
201482198,0,0,NA
201482428,0,0,NA
201482434,0,0,NA
201482285,0,0,NA
