"HydroID","cnt","wetland_1990_sum","wetland_1990_pct"
201483347,279,28,0.100358422939068
201483423,0,0,NA
201483789,3874,177,0.0456892101187403
201483434,1489,100,0.0671591672263264
201483493,0,0,NA
201483633,2134,89,0.0417057169634489
201483409,1218,100,0.0821018062397373
201483388,1060,47,0.0443396226415094
201483543,1755,62,0.0353276353276353
201483432,1145,151,0.131877729257642
201483751,0,0,NA
201483454,561,192,0.342245989304813
201483403,879,25,0.0284414106939704
201483464,124,11,0.0887096774193548
201483422,0,0,NA
201483421,1816,66,0.0363436123348018
201483476,851,34,0.0399529964747356
201483436,917,16,0.0174482006543075
201483739,0,0,NA
201483559,0,0,NA
201483589,1408,157,0.111505681818182
201483481,1184,46,0.0388513513513514
201483550,0,0,NA
201483557,1695,21,0.0123893805309735
201483498,239,0,0
201483585,355,93,0.261971830985915
201483544,1005,38,0.0378109452736318
201483584,3353,570,0.169997017596183
201483693,2567,71,0.0276587456174523
201483497,972,19,0.0195473251028807
201483595,856,62,0.0724299065420561
201483492,0,0,NA
201483787,2723,339,0.124495042232831
201483506,1031,195,0.18913676042677
201483572,468,25,0.0534188034188034
201483752,0,0,NA
201483540,1766,247,0.139864099660249
201483641,1098,7,0.0063752276867031
201483617,2446,350,0.143090760425184
201483574,0,0,NA
201483573,1482,170,0.114709851551957
201483640,470,53,0.112765957446809
201483763,0,0,NA
201483582,0,0,NA
201483605,0,0,NA
201483600,969,4,0.00412796697626419
201483563,2706,205,0.0757575757575758
201483933,2176,85,0.0390625
201483738,0,0,NA
201483581,0,0,NA
201483637,0,0,NA
201483638,0,0,NA
201483692,2016,37,0.0183531746031746
201483835,943,3,0.0031813361611877
201483580,0,0,NA
201483635,1294,94,0.0726429675425039
201483586,0,0,NA
201483689,1096,60,0.0547445255474453
201483601,866,27,0.0311778290993072
201483622,983,52,0.0528992878942014
201483737,0,0,NA
201483706,2260,86,0.0380530973451327
201483645,0,0,NA
201483794,2638,47,0.0178165276724792
201483604,226,0,0
201484085,8182,511,0.0624541676851625
201483793,1317,130,0.0987091875474563
201483767,3313,265,0.0799879263507395
201483764,0,0,NA
201483716,0,0,NA
201483857,2210,384,0.173755656108597
201483723,0,0,NA
201483634,1060,23,0.0216981132075472
201483670,1269,57,0.0449172576832151
201483642,44,14,0.318181818181818
201483962,2659,167,0.0628055660022565
201483688,1362,70,0.0513950073421439
201483733,404,53,0.131188118811881
201483946,0,0,NA
201483660,1697,89,0.0524454920447849
201483840,2169,151,0.0696173351775012
201483665,65,0,0
201483771,1092,34,0.0311355311355311
201483652,1029,22,0.021379980563654
201483836,2525,212,0.083960396039604
201483735,1085,73,0.0672811059907834
201483669,510,16,0.0313725490196078
201484121,5098,504,0.0988622989407611
201483717,0,0,NA
201484035,2625,261,0.0994285714285714
201483766,413,146,0.353510895883777
201483746,0,0,NA
201483734,509,138,0.271119842829077
201483742,3154,232,0.0735573874445149
201483821,0,0,NA
201483964,0,0,NA
201483910,2226,270,0.121293800539084
201483905,0,0,NA
201483884,344,0,0
201483790,1741,48,0.0275703618609994
201483863,1310,76,0.0580152671755725
201483801,1149,126,0.109660574412533
201483741,4,0,0
201483819,0,0,NA
201483820,0,0,NA
201483781,1552,18,0.0115979381443299
201483921,2153,99,0.0459823502090107
201483818,0,0,NA
201483982,0,0,NA
201483769,0,0,NA
201483945,0,0,NA
201483949,2502,36,0.0143884892086331
201483788,1158,123,0.106217616580311
201483830,0,0,NA
201483950,1974,52,0.0263424518743668
201483879,722,8,0.0110803324099723
201483935,0,0,NA
201483963,1831,229,0.125068268705625
201483875,634,15,0.0236593059936909
201483951,885,22,0.0248587570621469
201483977,0,0,NA
201484082,0,0,NA
201483911,769,62,0.0806241872561769
201483848,854,53,0.0620608899297424
201483858,78,16,0.205128205128205
201484280,3547,140,0.0394699746264449
201484108,0,0,NA
201484060,1305,38,0.0291187739463602
201484073,0,0,NA
201483876,950,15,0.0157894736842105
201483952,1383,219,0.158351409978308
201484384,3040,56,0.0184210526315789
201483899,909,42,0.0462046204620462
201483922,1699,62,0.0364920541494997
201484276,3095,237,0.0765751211631664
201484086,3045,72,0.0236453201970443
201483994,0,0,NA
201484041,0,0,NA
201484012,603,33,0.054726368159204
201484071,1171,34,0.0290350128095645
201483934,2586,137,0.0529775715390565
201484115,1156,115,0.0994809688581315
201483988,0,0,NA
201483987,0,0,NA
201483959,0,0,NA
201484338,3488,152,0.0435779816513761
201484136,682,0,0
201484265,2304,108,0.046875
201484175,1340,15,0.0111940298507463
201484229,2223,252,0.11336032388664
201484286,2558,233,0.0910867865519937
201483967,1849,38,0.020551649540292
201484011,1385,62,0.0447653429602888
201484000,0,0,NA
201484029,3164,644,0.20353982300885
201484122,0,0,NA
201484320,1577,0,0
201484305,3649,174,0.0476842970676898
201484017,1111,34,0.0306030603060306
201484264,1084,0,0
201484158,0,0,NA
201484156,2110,58,0.0274881516587678
201484188,909,21,0.0231023102310231
201484412,4657,0,0
201484045,1445,33,0.0228373702422145
201484051,85,13,0.152941176470588
201484046,57,28,0.491228070175439
201484129,0,0,NA
201484145,1366,44,0.0322108345534407
201484263,394,0,0
201484127,1217,29,0.0238290879211175
201484190,1565,112,0.0715654952076677
201484050,871,18,0.0206659012629162
201484187,2004,112,0.0558882235528942
201484065,1449,50,0.0345065562456867
201484201,1326,34,0.0256410256410256
201484192,1864,8,0.00429184549356223
201484076,2030,42,0.0206896551724138
201484287,1706,23,0.0134818288393904
201484180,475,7,0.0147368421052632
201484107,0,0,NA
201484130,0,0,NA
201484081,0,0,NA
201484555,0,0,NA
201484196,979,85,0.0868232890704801
201484114,413,18,0.0435835351089588
201484195,3046,79,0.025935653315824
201484123,0,0,NA
201484425,2064,0,0
201484148,3742,0,0
201484230,671,11,0.0163934426229508
201484218,0,0,NA
201484139,815,0,0
201484462,2490,318,0.127710843373494
201484189,1129,155,0.137289636846767
201484154,0,0,NA
201484140,19,0,0
201484179,1450,44,0.0303448275862069
201484278,457,0,0
201484392,1997,96,0.0480721081622434
201484378,2086,102,0.0488974113135187
201484379,1221,47,0.0384930384930385
201484335,135,0,0
201484238,0,0,NA
201484219,1265,31,0.0245059288537549
201484200,1280,21,0.01640625
201484194,1944,65,0.0334362139917695
201484277,1541,67,0.0434782608695652
201484186,121,0,0
201484228,776,166,0.213917525773196
201484404,3482,14,0.00402067777139575
201484193,2,0,0
201484418,1543,46,0.0298120544394038
201484327,1964,83,0.0422606924643585
201484266,208,16,0.0769230769230769
201484419,1459,45,0.0308430431802605
201484329,1290,91,0.0705426356589147
201484521,0,0,NA
201484311,0,0,NA
201484300,1054,52,0.0493358633776091
201484284,0,0,NA
201484247,106,26,0.245283018867925
201484403,918,10,0.0108932461873638
201484246,474,24,0.0506329113924051
201484274,699,166,0.237482117310443
201484243,864,34,0.0393518518518519
201484371,1687,150,0.0889152341434499
201484281,433,35,0.0808314087759815
201484789,2502,89,0.0355715427657874
201484424,1754,0,0
201484377,9339,0,0
201484292,748,36,0.0481283422459893
201484882,5361,318,0.0593172915500839
201484518,2605,558,0.214203454894434
201484563,2032,226,0.111220472440945
201484282,31,6,0.193548387096774
201484355,1035,40,0.0386473429951691
201484467,3762,0,0
201484306,1020,61,0.0598039215686275
201484417,547,18,0.0329067641681901
201484460,0,0,NA
201484450,0,0,NA
201484337,286,60,0.20979020979021
201484393,1462,133,0.0909712722298222
201484451,1432,0,0
201484317,345,71,0.205797101449275
201484515,0,0,NA
201484336,164,4,0.024390243902439
201484328,1252,30,0.023961661341853
201484411,3662,0,0
201484339,917,0,0
201484406,345,65,0.188405797101449
201484341,0,0,NA
201484523,713,0,0
201484415,2893,27,0.00933287245074317
201484361,43,28,0.651162790697674
201484615,1862,183,0.09828141783029
201484477,2137,172,0.0804866635470285
201484575,3692,129,0.0349404117009751
201484394,1153,196,0.169991326973114
201484416,1008,10,0.00992063492063492
201484367,941,44,0.0467587672688629
201484577,3321,788,0.237277928334839
201484405,1309,48,0.0366692131398014
201484478,1993,63,0.0316106372303061
201484385,1244,21,0.0168810289389068
201484561,1095,0,0
201484381,941,19,0.0201912858660999
201484382,4,0,0
201484440,146,0,0
201484484,1440,11,0.00763888888888889
201484383,65,0,0
201484391,26,0,0
201484639,3713,270,0.0727174791273903
201484461,157,0,0
201484453,713,7,0.00981767180925666
201484439,3423,112,0.032719836400818
201484503,883,213,0.241223103057758
201484626,1075,22,0.0204651162790698
201484599,1255,49,0.0390438247011952
201484714,2304,0,0
201484533,2093,64,0.0305781175346393
201484674,1268,18,0.0141955835962145
201484541,519,0,0
201484452,142,0,0
201484529,419,0,0
201484530,1548,0,0
201484668,6266,0,0
201484522,180,0,0
201484527,2276,21,0.00922671353251318
201484466,1212,0,0
201484616,2151,23,0.0106927010692701
201484483,0,0,NA
201484585,0,0,NA
201484620,1410,71,0.050354609929078
201484543,248,33,0.133064516129032
201484568,1740,40,0.0229885057471264
201484658,6,0,0
201484787,5472,0,0
201484598,570,11,0.0192982456140351
201484492,1174,263,0.224020442930153
201484502,898,57,0.0634743875278396
201484542,893,31,0.0347144456886898
201484511,225,0,0
201484600,300,86,0.286666666666667
201484791,3492,0,0
201484794,2143,21,0.00979934671021932
201484556,6008,346,0.057589880159787
201485054,335,0,0
201484526,1253,280,0.223463687150838
201484823,4761,0,0
201484540,18,7,0.388888888888889
201484792,2464,0,0
201484548,246,1,0.0040650406504065
201484574,442,12,0.0271493212669683
201484710,1822,13,0.00713501646542261
201484734,4246,0,0
201484587,166,68,0.409638554216867
201484584,1065,295,0.276995305164319
201485390,8101,0,0
201485178,4741,243,0.0512550094916684
201484617,425,21,0.0494117647058823
201484586,576,223,0.387152777777778
201484601,837,59,0.0704898446833931
201484633,1907,39,0.0204509701101206
201484677,1906,0,0
201484830,1622,307,0.189272503082614
201484637,1926,262,0.136033229491173
201484795,1085,31,0.0285714285714286
201484606,87,23,0.264367816091954
201484839,2289,152,0.0664045434687636
201484836,1646,67,0.0407047387606318
201484816,1836,102,0.0555555555555556
201484719,1287,74,0.0574980574980575
201484709,2351,36,0.0153126329221608
201484636,856,63,0.0735981308411215
201484696,2217,0,0
201484662,1338,19,0.0142002989536622
201484692,410,72,0.175609756097561
201484654,904,257,0.28429203539823
201484643,860,20,0.0232558139534884
201484663,2460,130,0.0528455284552846
201485014,2004,55,0.0274451097804391
201484769,1205,63,0.0522821576763485
201484741,595,16,0.026890756302521
201484786,2072,0,0
201484644,928,8,0.00862068965517241
201484701,157,70,0.445859872611465
201484997,2411,54,0.0223973454997926
201484805,1616,0,0
201484755,1886,0,0
201484749,1943,23,0.0118373648996397
201484808,1115,31,0.0278026905829596
201484736,1667,0,0
201484740,999,85,0.0850850850850851
201484735,2287,0,0
201484998,2886,50,0.0173250173250173
201484853,0,0,NA
201484723,884,40,0.0452488687782805
201485194,2333,81,0.0347192456065152
201484700,1302,83,0.0637480798771121
201484699,1020,18,0.0176470588235294
201484715,299,0,0
201484748,93,26,0.279569892473118
201484999,1736,83,0.0478110599078341
201484778,286,7,0.0244755244755245
201485019,1405,0,0
201484817,1110,380,0.342342342342342
201484739,860,12,0.013953488372093
201484852,0,0,NA
201484785,3199,0,0
201484893,2461,734,0.298252742787485
201484891,1432,0,0
201484827,160,0,0
201484747,879,1,0.00113765642775882
201484845,186,2,0.010752688172043
201484922,936,71,0.0758547008547008
201484911,2784,143,0.0513649425287356
201485064,3200,109,0.0340625
201484826,2048,0,0
201484773,997,0,0
201484968,2569,0,0
201484834,750,174,0.232
201484844,414,7,0.0169082125603865
201484952,657,0,0
201484934,1311,45,0.034324942791762
201484936,1843,71,0.0385241454150841
201484941,1618,0,0
201484946,1631,131,0.0803188228080932
201484984,1783,0,0
201484919,3231,0,0
201485159,5762,0,0
201484831,11,1,0.0909090909090909
201485085,2142,0,0
201484835,868,11,0.0126728110599078
201484964,4670,248,0.0531049250535332
201485009,2087,34,0.0162913272640153
201484833,65,7,0.107692307692308
201484868,947,112,0.118268215417107
201485115,1962,45,0.0229357798165138
201485107,2521,103,0.0408568028560095
201485050,772,0,0
201485282,4342,303,0.0697835099032704
201484935,1324,26,0.0196374622356495
201485158,3950,0,0
201484959,2045,0,0
201484923,898,64,0.0712694877505568
201484901,913,87,0.0952902519167579
201485020,721,0,0
201485097,2042,23,0.0112634671890304
201484928,1540,0,0
201484940,172,0,0
201485301,6168,0,0
201484983,1870,0,0
201484979,1357,59,0.0434782608695652
201484947,300,0,0
201484927,974,0,0
201485038,2939,0,0
201485049,733,20,0.0272851296043656
201485053,1021,0,0
201485063,1718,0,0
201485478,4321,207,0.047905577412636
201485086,1406,0,0
201484942,7,0,0
201485104,2373,109,0.0459334176148335
201484971,1639,344,0.209884075655888
201485021,165,58,0.351515151515152
201485044,1442,0,0
201485037,1652,0,0
201485060,561,0,0
201485458,3219,317,0.0984777881329605
201485062,3751,0,0
201485048,1985,84,0.0423173803526448
201485045,3166,0,0
201484988,478,0,0
201485167,2923,0,0
201485052,1351,30,0.0222057735011103
201485015,2650,214,0.0807547169811321
201485205,3693,0,0
201485214,1755,158,0.09002849002849
201485237,2791,0,0
201485226,2150,107,0.0497674418604651
201485081,991,49,0.0494450050454087
201485036,1735,0,0
201485022,968,11,0.0113636363636364
201485866,8043,38,0.00472460524679846
201485099,3366,0,0
201485574,1916,181,0.0944676409185804
201485363,3131,322,0.102842542318748
201485103,270,0,0
201485055,1441,0,0
201485088,836,0,0
201485154,1723,28,0.016250725478816
201485334,2702,0,0
201485124,458,0,0
201485196,918,59,0.0642701525054466
201485448,4494,94,0.0209167779261237
201485098,1549,0,0
201485123,1790,0,0
201485238,2074,0,0
201485177,1924,28,0.0145530145530146
201485279,2437,0,0
201485556,5847,0,0
201485246,1832,96,0.0524017467248908
201485156,1314,29,0.0220700152207002
201485204,8936,0,0
201485160,699,0,0
201485155,1192,6,0.00503355704697987
201485184,4369,0,0
201485147,1015,54,0.0532019704433498
201485607,6808,0,0
201485312,1027,0,0
201485564,7273,0,0
201485230,3193,63,0.0197306608205449
201485203,1706,115,0.0674091441969519
201485171,212,0,0
201485695,5092,9,0.00176747839748625
201485186,1131,21,0.0185676392572944
201485367,1932,0,0
201485399,2720,0,0
201485185,1872,133,0.0710470085470085
201485227,1138,173,0.152021089630931
201485371,1771,176,0.0993788819875776
201485387,1748,231,0.132151029748284
201485233,160,56,0.35
201485978,8779,0,0
201485393,2752,0,0
201485213,78,0,0
201485242,1224,53,0.0433006535947712
201485369,1501,169,0.112591605596269
201485340,304,59,0.194078947368421
201485450,5611,171,0.0304758510069506
201485356,1545,342,0.221359223300971
201485248,1254,74,0.0590111642743222
201485500,3707,189,0.0509846236849204
201485231,2903,129,0.0444367895280744
201485232,104,58,0.557692307692308
201485225,3169,180,0.0568002524455664
201485247,1177,15,0.0127442650807137
201485495,1998,1,0.0005005005005005
201485234,1019,21,0.0206084396467125
201485271,113,69,0.610619469026549
201485268,1178,271,0.230050933786078
201485355,423,72,0.170212765957447
201485413,891,191,0.214365881032548
201485287,1147,24,0.020924149956408
201485370,994,23,0.0231388329979879
201485342,1299,139,0.107005388760585
201485346,2745,0,0
201485521,2611,0,0
201485385,1982,8,0.00403632694248234
201485302,1271,45,0.035405192761605
201485361,1407,65,0.0461975835110163
201485267,1000,92,0.092
201485503,3856,144,0.037344398340249
201485483,1784,94,0.0526905829596413
201485311,2406,0,0
201485281,2336,298,0.127568493150685
201485305,40,14,0.35
201485333,202,0,0
201485659,1648,175,0.10618932038835
201485299,2456,118,0.0480456026058632
201485520,2224,0,0
201485879,6712,0,0
201485341,1187,67,0.0564448188711036
201485427,1125,33,0.0293333333333333
201485423,2374,0,0
201485728,3096,293,0.0946382428940569
201485394,1079,0,0
201485440,385,0,0
201485347,1550,180,0.116129032258065
201485362,71,57,0.802816901408451
201485800,4927,117,0.0237467018469657
201485386,1076,101,0.0938661710037175
201485473,5055,0,0
201485526,3140,0,0
201485383,1566,0,0
201485391,1798,28,0.0155728587319244
201485801,3812,338,0.0886673662119622
201485372,18,3,0.166666666666667
201485679,2906,0,0
201485644,4201,0,0
201485477,822,59,0.0717761557177616
201485459,2683,305,0.113678717853149
201485449,241,20,0.0829875518672199
201485414,618,0,0
201485685,2805,82,0.0292335115864528
201485614,1779,0,0
201485405,1478,0,0
201485419,980,0,0
201485462,3061,0,0
201485443,1526,136,0.0891218872870249
201485704,2488,307,0.123392282958199
201485514,1991,213,0.106981416373682
201485407,629,0,0
201485678,2129,0,0
201485468,187,0,0
201485406,826,0,0
201485656,3082,0,0
201485467,1086,0,0
201485444,2039,315,0.154487493869544
201485482,454,72,0.158590308370044
201485527,2885,0,0
201485441,1113,0,0
201485505,938,16,0.0170575692963753
201485445,474,14,0.029535864978903
201485511,1015,88,0.0866995073891626
201485689,4384,0,0
201485587,1740,233,0.133908045977012
201485575,641,13,0.0202808112324493
201485808,3959,381,0.0962364233392271
201485599,3252,112,0.034440344403444
201485542,5092,0,0
201486017,4065,900,0.22140221402214
201485579,2130,31,0.0145539906103286
201485567,1116,12,0.010752688172043
201485773,2515,3,0.00119284294234592
201485504,119,7,0.0588235294117647
201485637,1213,32,0.0263808738664468
201485593,1313,1,0.000761614623000762
201485506,919,10,0.0108813928182807
201485513,8,4,0.5
201485539,984,9,0.00914634146341463
201485688,768,65,0.0846354166666667
201485816,3492,71,0.0203321878579611
201485597,1327,0,0
201485543,56,0,0
201485561,2401,154,0.0641399416909621
201485609,1038,0,0
201485686,1693,13,0.00767867690490254
201485600,2357,39,0.0165464573610522
201485620,1450,0,0
201485828,3899,0,0
201485598,1831,57,0.0311305297651557
201485559,815,0,0
201485636,264,0,0
201485560,911,30,0.0329308452250274
201485975,3475,144,0.0414388489208633
201485655,1296,0,0
