"HydroID","cnt","turf_2015_sum","turf_2015_pct"
201480087,0,NA,NA
201480086,0,NA,NA
201480176,0,NA,NA
201480107,0,NA,NA
201480106,0,NA,NA
201480179,0,NA,NA
201480296,0,NA,NA
201480175,0,NA,NA
201480462,0,NA,NA
201480240,0,NA,NA
201480295,0,NA,NA
201480461,0,NA,NA
201480603,0,NA,NA
201480452,0,NA,NA
201480636,0,NA,NA
201480451,0,NA,NA
201480644,0,NA,NA
201480643,0,NA,NA
201480635,0,NA,NA
201480884,0,NA,NA
201480602,0,NA,NA
201480883,0,NA,NA
201480704,0,NA,NA
201480820,0,NA,NA
201480703,0,NA,NA
201481013,0,NA,NA
201480839,0,NA,NA
201480949,0,NA,NA
201480821,0,NA,NA
201481139,0,NA,NA
201481130,0,NA,NA
201480921,0,NA,NA
201481018,0,NA,NA
201481059,0,NA,NA
201481088,0,NA,NA
201481017,0,NA,NA
201481022,0,NA,NA
201480952,0,NA,NA
201481021,0,NA,NA
201481135,2102,94,0.0447193149381541
201481176,0,NA,NA
201481100,0,NA,NA
201481169,0,NA,NA
201481072,0,NA,NA
201481087,0,NA,NA
201481145,0,NA,NA
201481111,0,NA,NA
201481146,0,NA,NA
201481129,0,NA,NA
201481263,0,NA,NA
201481144,0,NA,NA
201481142,2219,115,0.0518251464623704
201481175,0,NA,NA
201481278,0,NA,NA
201481279,0,NA,NA
201481187,0,NA,NA
201481503,0,NA,NA
201481404,0,NA,NA
201481289,0,NA,NA
201481315,0,NA,NA
201481322,0,NA,NA
201481284,0,NA,NA
201481375,0,NA,NA
201481321,0,NA,NA
201481290,0,NA,NA
201481634,0,NA,NA
201481310,0,NA,NA
201481456,4159,502,0.120702091849002
201481302,0,NA,NA
201481296,0,NA,NA
201481330,0,NA,NA
201481544,0,NA,NA
201481435,0,NA,NA
201481373,0,NA,NA
201481498,0,NA,NA
201481501,1450,204,0.140689655172414
201481408,0,NA,NA
201481382,0,NA,NA
201481407,0,NA,NA
201481502,0,NA,NA
201481469,0,NA,NA
201481636,0,NA,NA
201481500,1188,105,0.0883838383838384
201481478,1556,103,0.0661953727506427
201481514,1314,86,0.0654490106544901
201481651,0,NA,NA
201481511,0,NA,NA
201481532,0,NA,NA
201481711,0,NA,NA
201481455,1067,134,0.125585754451734
201481627,0,NA,NA
201481574,1099,76,0.0691537761601456
201481635,0,NA,NA
201481479,923,44,0.047670639219935
201481659,0,NA,NA
201481628,0,NA,NA
201481515,945,62,0.0656084656084656
201481733,1705,116,0.0680351906158358
201481600,0,NA,NA
201481545,0,NA,NA
201481538,42,0,0
201481535,485,0,0
201481575,937,98,0.104589114194237
201481537,3,0,0
201481642,2909,89,0.0305947060845651
201481667,758,19,0.025065963060686
201481825,0,NA,NA
201481748,1028,88,0.0856031128404669
201481664,0,NA,NA
201481599,0,NA,NA
201481699,0,NA,NA
201481688,0,NA,NA
201481663,0,NA,NA
201481665,0,NA,NA
201482016,0,NA,NA
201481824,0,NA,NA
201481671,0,NA,NA
201481644,0,NA,NA
201481641,0,NA,NA
201481652,0,NA,NA
201481746,0,NA,NA
201481739,0,NA,NA
201481681,0,NA,NA
201481689,0,NA,NA
201481668,953,72,0.0755508919202518
201481940,0,NA,NA
201481648,0,NA,NA
201481682,0,NA,NA
201481740,0,NA,NA
201481747,0,NA,NA
201481700,0,NA,NA
201481712,0,NA,NA
201481732,1254,137,0.109250398724083
201481741,0,NA,NA
201481831,2592,99,0.0381944444444444
201481762,21,0,0
201481887,0,NA,NA
201481796,0,NA,NA
201481972,1494,69,0.0461847389558233
201481873,0,NA,NA
201481800,1042,17,0.0163147792706334
201482058,1970,80,0.0406091370558376
201481982,0,NA,NA
201481902,0,NA,NA
201481946,0,NA,NA
201482006,0,NA,NA
201482118,0,NA,NA
201481922,2161,50,0.02313743637205
201481912,1244,47,0.0377813504823151
201482256,0,NA,NA
201481985,1619,50,0.0308832612723904
201481938,0,NA,NA
201482072,0,NA,NA
201481955,0,NA,NA
201482031,1433,88,0.0614096301465457
201481949,92,0,0
201482014,0,NA,NA
201481954,1475,46,0.0311864406779661
201482138,0,NA,NA
201482005,0,NA,NA
201482013,0,NA,NA
201481977,44,0,0
201482137,0,NA,NA
201482171,0,NA,NA
201481986,39,1,0.0256410256410256
201481990,0,NA,NA
201482012,0,NA,NA
201482037,1424,72,0.050561797752809
201482135,1199,13,0.0108423686405338
201482231,0,NA,NA
201482062,1587,189,0.119092627599244
201482017,0,NA,NA
201482047,0,NA,NA
201482158,0,NA,NA
201482055,0,NA,NA
201482249,0,NA,NA
201482103,2956,214,0.0723951285520974
201482041,0,NA,NA
201482059,0,NA,NA
201482134,0,NA,NA
201482104,78,0,0
201482145,0,NA,NA
201482117,0,NA,NA
201482286,0,NA,NA
201482175,1283,21,0.0163678877630553
201482159,983,33,0.0335707019328586
201482177,0,NA,NA
201482398,4465,651,0.145800671892497
201482170,0,NA,NA
201482257,0,NA,NA
201482203,0,NA,NA
201482197,0,NA,NA
201482198,0,NA,NA
201482428,0,NA,NA
201482434,0,NA,NA
201482285,0,NA,NA
201482239,0,NA,NA
201482382,0,NA,NA
201482392,0,NA,NA
201482264,0,NA,NA
201482444,0,NA,NA
201482255,0,NA,NA
201482314,0,NA,NA
201482329,0,NA,NA
201482365,0,NA,NA
201482265,0,NA,NA
201482476,0,NA,NA
201482294,0,NA,NA
201482538,0,NA,NA
201482386,0,NA,NA
201482317,2343,336,0.143405889884763
201482333,0,NA,NA
201482369,0,NA,NA
201482505,0,NA,NA
201482364,0,NA,NA
201482361,1026,13,0.0126705653021442
201482362,910,29,0.0318681318681319
201482656,2724,56,0.0205580029368576
201482780,2887,119,0.0412192587461032
201482387,0,NA,NA
201482692,0,NA,NA
201482670,0,NA,NA
201482435,0,NA,NA
201482556,1849,94,0.0508382909680909
201482430,0,NA,NA
201482391,0,NA,NA
201482409,0,NA,NA
201482467,2405,184,0.0765072765072765
201482649,2590,144,0.0555984555984556
201482543,0,NA,NA
201482456,0,NA,NA
201482681,0,NA,NA
201482740,2328,149,0.0640034364261168
201482628,0,NA,NA
201482548,960,74,0.0770833333333333
201482491,0,NA,NA
201482671,0,NA,NA
201482564,0,NA,NA
201482663,0,NA,NA
201482557,965,13,0.0134715025906736
201482549,1734,116,0.0668973471741638
201482655,5093,195,0.038287846063224
201482566,0,NA,NA
201482715,0,NA,NA
201482735,2622,92,0.0350877192982456
201482982,4266,277,0.0649320206282232
201482736,1661,58,0.0349187236604455
201482650,228,26,0.114035087719298
201482658,0,NA,NA
201482577,0,NA,NA
201482585,0,NA,NA
201482627,0,NA,NA
201482983,3275,206,0.0629007633587786
201482709,0,NA,NA
201482714,0,NA,NA
201482686,0,NA,NA
201482759,407,20,0.0491400491400491
201482800,0,NA,NA
201482755,0,NA,NA
201482931,0,NA,NA
201482683,0,NA,NA
201482738,0,NA,NA
201482687,0,NA,NA
201482747,1057,49,0.0463576158940397
201482716,0,NA,NA
201482786,0,NA,NA
201482910,4102,158,0.0385177961969771
201482869,1274,46,0.0361067503924647
201482776,0,NA,NA
201482760,73,4,0.0547945205479452
201482781,1246,135,0.108346709470305
201482801,0,NA,NA
201482868,1090,58,0.0532110091743119
201482765,845,63,0.0745562130177515
201482779,342,56,0.16374269005848
201482899,1613,118,0.0731556106633602
201482926,1912,31,0.0162133891213389
201482788,160,43,0.26875
201483020,0,NA,NA
201482819,0,NA,NA
201482919,1360,50,0.0367647058823529
201482838,0,NA,NA
201482829,0,NA,NA
201482877,0,NA,NA
201482903,1050,61,0.0580952380952381
201482805,441,23,0.0521541950113379
201482937,1317,58,0.044039483675019
201482820,0,NA,NA
201482828,0,NA,NA
201482895,0,NA,NA
201482915,0,NA,NA
201482941,0,NA,NA
201483015,1356,89,0.0656342182890855
201482911,1249,108,0.0864691753402722
201483044,0,NA,NA
201482927,1036,8,0.00772200772200772
201483098,0,NA,NA
201482920,97,0,0
201482904,988,26,0.0263157894736842
201483183,2864,161,0.0562150837988827
201482966,1783,56,0.031407739764442
201482945,118,7,0.0593220338983051
201482939,936,57,0.0608974358974359
201482965,281,3,0.0106761565836299
201483025,0,NA,NA
201483018,0,NA,NA
201483053,575,1,0.00173913043478261
201482961,1371,59,0.0430342815463166
201483070,631,3,0.00475435816164818
201483019,0,NA,NA
201483174,0,NA,NA
201483205,1510,68,0.0450331125827815
201483140,2354,193,0.0819881053525913
201483014,2336,118,0.050513698630137
201483234,3756,148,0.0394036208732694
201483054,1052,1,0.000950570342205323
201483033,0,NA,NA
201483295,2675,99,0.0370093457943925
201483062,140,17,0.121428571428571
201483031,1405,185,0.131672597864769
201483039,0,NA,NA
201483115,0,NA,NA
201483128,0,NA,NA
201483254,2465,16,0.00649087221095335
201483150,0,NA,NA
201483050,0,NA,NA
201483091,0,NA,NA
201483154,0,NA,NA
201483116,1626,57,0.0350553505535055
201483204,1214,77,0.0634266886326194
201483433,3496,233,0.0666475972540046
201483119,0,NA,NA
201483141,1996,13,0.00651302605210421
201483198,0,NA,NA
201483319,2172,105,0.0483425414364641
201483120,0,NA,NA
201483127,0,NA,NA
201483143,0,NA,NA
201483160,0,NA,NA
201483387,4775,323,0.0676439790575916
201483139,681,40,0.0587371512481645
201483156,37,1,0.027027027027027
201483252,0,NA,NA
201483285,0,NA,NA
201483296,2234,34,0.0152193375111907
201483339,1592,107,0.0672110552763819
201483215,2313,93,0.0402075226977951
201483159,0,NA,NA
201483272,0,NA,NA
201483335,0,NA,NA
201483233,2527,326,0.129006727344677
201483250,0,NA,NA
201483185,0,NA,NA
201483242,381,8,0.020997375328084
201483276,1313,22,0.0167555217060168
201483401,3405,16,0.00469897209985316
201483325,1285,49,0.0381322957198444
201483435,2952,113,0.0382791327913279
201483219,436,1,0.00229357798165138
201483220,2834,42,0.0148200423429781
201483218,824,66,0.0800970873786408
201483299,3322,71,0.0213726670680313
201483343,1232,35,0.0284090909090909
201483328,630,137,0.217460317460317
201483471,0,NA,NA
201483327,441,65,0.147392290249433
201483338,1251,61,0.0487609912070344
201483311,1546,60,0.0388098318240621
201483255,897,49,0.0546265328874025
201483398,0,NA,NA
201483336,0,NA,NA
201483402,381,0,0
201483570,0,NA,NA
201483284,0,NA,NA
201483575,0,NA,NA
201483324,2231,22,0.00986104885701479
201483477,1714,46,0.0268378063010502
201483329,1544,45,0.0291450777202073
201483846,0,NA,NA
201483400,1813,66,0.036403750689465
201483326,1,0,0
201483394,144,16,0.111111111111111
201483376,979,50,0.0510725229826353
201483643,2865,357,0.124607329842932
201483347,279,2,0.00716845878136201
201483423,0,NA,NA
201483789,3874,136,0.0351058337635519
201483434,1489,1,0.000671591672263264
201483493,0,NA,NA
201483633,2134,231,0.108247422680412
201483409,1218,112,0.0919540229885057
201483388,1060,42,0.039622641509434
201483543,1755,42,0.0239316239316239
201483432,1145,169,0.147598253275109
201483751,0,NA,NA
201483454,561,16,0.0285204991087344
201483403,879,14,0.0159271899886234
201483464,124,0,0
201483422,0,NA,NA
201483421,1816,136,0.0748898678414097
201483476,851,2,0.00235017626321974
201483436,917,164,0.178844056706652
201483739,0,NA,NA
201483559,0,NA,NA
201483589,1408,144,0.102272727272727
201483481,1184,21,0.0177364864864865
201483550,0,NA,NA
201483557,1695,55,0.0324483775811209
201483498,239,23,0.096234309623431
201483585,355,7,0.0197183098591549
201483544,1005,65,0.0646766169154229
201483584,3353,226,0.0674023262749776
201483693,2567,17,0.00662251655629139
201483497,972,46,0.0473251028806584
201483595,856,27,0.0315420560747664
201483492,0,NA,NA
201483787,2723,53,0.0194638266617701
201483506,1031,29,0.0281280310378274
201483572,468,8,0.0170940170940171
201483752,0,NA,NA
201483540,1766,124,0.0702151755379389
201483641,1098,31,0.0282331511839709
201483617,2446,215,0.0878986099754702
201483574,0,NA,NA
201483573,1482,90,0.0607287449392713
201483640,470,13,0.0276595744680851
201483763,0,NA,NA
201483582,0,NA,NA
201483605,0,NA,NA
201483600,969,15,0.0154798761609907
201483563,2706,59,0.0218033998521803
201483933,2176,58,0.0266544117647059
201483738,0,NA,NA
201483581,0,NA,NA
201483637,0,NA,NA
201483638,0,NA,NA
201483692,2016,50,0.0248015873015873
201483835,943,23,0.024390243902439
201483580,0,NA,NA
201483635,1294,82,0.0633693972179289
201483586,0,NA,NA
201483689,1096,13,0.0118613138686131
201483601,866,30,0.0346420323325635
201483622,983,57,0.0579857578840285
201483737,0,NA,NA
201483706,2260,61,0.0269911504424779
201483645,0,NA,NA
201483794,2638,31,0.011751326762699
201483604,226,7,0.0309734513274336
201484085,8182,281,0.0343436812515277
201483793,1317,30,0.0227790432801822
201483767,3313,113,0.0341080591608814
201483764,0,NA,NA
201483716,0,NA,NA
201483857,2210,41,0.018552036199095
201483723,0,NA,NA
201483634,1060,23,0.0216981132075472
201483670,1269,80,0.0630417651694247
201483642,44,2,0.0454545454545455
201483962,2659,66,0.0248213614140654
201483688,1362,69,0.0506607929515418
201483733,404,2,0.00495049504950495
201483946,0,NA,NA
201483660,1697,79,0.0465527401296405
201483840,2169,107,0.0493314891655141
201483665,65,0,0
201483771,1092,37,0.0338827838827839
201483652,1029,218,0.211856171039844
201483836,2525,371,0.146930693069307
201483735,1085,86,0.0792626728110599
201483669,510,12,0.0235294117647059
201484121,5098,151,0.0296194586112201
201483717,0,NA,NA
201484035,2625,150,0.0571428571428571
201483766,413,28,0.0677966101694915
201483746,0,NA,NA
201483734,509,32,0.0628683693516699
201483742,3154,248,0.0786303107165504
201483821,0,NA,NA
201483964,0,NA,NA
201483910,2226,64,0.0287511230907457
201483905,0,NA,NA
201483884,344,0,0
201483790,1741,103,0.0591614014933946
201483863,1310,48,0.0366412213740458
201483801,1149,30,0.0261096605744125
201483741,4,0,0
201483819,0,NA,NA
201483820,0,NA,NA
201483781,1552,67,0.0431701030927835
201483921,2153,61,0.0283325592196935
201483818,0,NA,NA
201483982,0,NA,NA
201483769,0,NA,NA
201483945,0,NA,NA
201483949,2502,60,0.0239808153477218
201483788,1158,72,0.0621761658031088
201483830,0,NA,NA
201483950,1974,93,0.047112462006079
201483879,722,51,0.0706371191135734
201483935,0,NA,NA
201483963,1831,63,0.034407427635172
