"HydroID","cnt","coreforest_1995_sum","coreforest_1995_pct"
201480087,0,0,NA
201480086,0,0,NA
201480176,0,0,NA
201480107,0,0,NA
201480106,0,0,NA
201480179,0,0,NA
201480296,0,0,NA
201480175,0,0,NA
201480462,0,0,NA
201480240,0,0,NA
201480295,0,0,NA
201480461,0,0,NA
201480603,0,0,NA
201480452,0,0,NA
201480636,0,0,NA
201480451,0,0,NA
201480644,0,0,NA
201480643,0,0,NA
201480635,0,0,NA
201480884,0,0,NA
201480602,0,0,NA
201480883,0,0,NA
201480704,0,0,NA
201480820,0,0,NA
201480703,0,0,NA
201481013,0,0,NA
201480839,0,0,NA
201480949,0,0,NA
201480821,0,0,NA
201481139,0,0,NA
201481130,0,0,NA
201480921,0,0,NA
201481018,0,0,NA
201481059,0,0,NA
201481088,0,0,NA
201481017,0,0,NA
201481022,0,0,NA
201480952,0,0,NA
201481021,0,0,NA
201481135,2102,711,0.338249286393911
201481176,0,0,NA
201481100,0,0,NA
201481169,0,0,NA
201481072,0,0,NA
201481087,0,0,NA
201481145,0,0,NA
201481111,0,0,NA
201481146,0,0,NA
201481129,0,0,NA
201481263,0,0,NA
201481144,0,0,NA
201481142,2219,1036,0.466876971608833
201481175,0,0,NA
201481278,0,0,NA
201481279,0,0,NA
201481187,0,0,NA
201481503,0,0,NA
201481404,0,0,NA
201481289,0,0,NA
201481315,0,0,NA
201481322,0,0,NA
201481284,0,0,NA
201481375,0,0,NA
201481321,0,0,NA
201481290,0,0,NA
201481634,0,0,NA
201481310,0,0,NA
201481456,4159,1647,0.396008655926905
201481302,0,0,NA
201481296,0,0,NA
201481330,0,0,NA
201481544,0,0,NA
201481435,0,0,NA
201481373,0,0,NA
201481498,0,0,NA
201481501,1450,177,0.122068965517241
201481408,0,0,NA
201481382,0,0,NA
201481407,0,0,NA
201481502,0,0,NA
201481469,0,0,NA
201481636,0,0,NA
201481500,1188,556,0.468013468013468
201481478,1556,546,0.350899742930591
201481514,1314,367,0.279299847792998
201481651,0,0,NA
201481511,0,0,NA
201481532,0,0,NA
201481711,0,0,NA
201481455,1067,273,0.255857544517338
201481627,0,0,NA
201481574,1099,175,0.159235668789809
201481635,0,0,NA
201481479,923,318,0.344528710725894
201481659,0,0,NA
201481628,0,0,NA
201481515,945,380,0.402116402116402
201481733,1705,792,0.464516129032258
201481600,0,0,NA
201481545,0,0,NA
201481538,42,4,0.0952380952380952
201481535,485,294,0.606185567010309
201481575,937,220,0.234791889007471
201481537,3,0,0
201481642,2909,1226,0.421450670333448
201481667,758,133,0.175461741424802
201481825,0,0,NA
201481748,1028,244,0.237354085603113
201481664,0,0,NA
201481599,0,0,NA
201481699,0,0,NA
201481688,0,0,NA
201481663,0,0,NA
201481665,0,0,NA
201482016,0,0,NA
201481824,0,0,NA
201481671,0,0,NA
201481644,0,0,NA
201481641,0,0,NA
201481652,0,0,NA
201481746,0,0,NA
201481739,0,0,NA
201481681,0,0,NA
201481689,0,0,NA
201481668,953,178,0.186778593913956
201481940,0,0,NA
201481648,0,0,NA
201481682,0,0,NA
201481740,0,0,NA
201481747,0,0,NA
201481700,0,0,NA
201481712,0,0,NA
201481732,1254,305,0.243221690590112
201481741,0,0,NA
201481831,2592,510,0.196759259259259
201481762,21,1,0.0476190476190476
201481887,0,0,NA
201481796,0,0,NA
201481972,1494,478,0.319946452476573
201481873,0,0,NA
201481800,1042,455,0.436660268714012
201482058,1970,474,0.240609137055838
201481982,0,0,NA
201481902,0,0,NA
201481946,0,0,NA
201482006,0,0,NA
201482118,0,0,NA
201481922,2161,1328,0.614530310041647
201481912,1244,172,0.138263665594855
201482256,0,0,NA
201481985,1619,461,0.284743668931439
201481938,0,0,NA
201482072,0,0,NA
201481955,0,0,NA
201482031,1433,283,0.197487787857641
201481949,92,0,0
201482014,0,0,NA
201481954,1475,429,0.290847457627119
201482138,0,0,NA
201482005,0,0,NA
201482013,0,0,NA
201481977,44,0,0
201482137,0,0,NA
201482171,0,0,NA
201481986,39,0,0
201481990,0,0,NA
201482012,0,0,NA
201482037,1424,404,0.283707865168539
201482135,1199,37,0.0308590492076731
201482231,0,0,NA
201482062,1587,468,0.294896030245747
201482017,0,0,NA
201482047,0,0,NA
201482158,0,0,NA
201482055,0,0,NA
201482249,0,0,NA
201482103,2956,682,0.230717185385656
201482041,0,0,NA
201482059,0,0,NA
201482134,0,0,NA
201482104,78,17,0.217948717948718
201482145,0,0,NA
201482117,0,0,NA
201482286,0,0,NA
201482175,1283,594,0.462977396726422
201482159,983,226,0.229908443540183
201482177,0,0,NA
201482398,4465,745,0.166853303471445
201482170,0,0,NA
201482257,0,0,NA
201482203,0,0,NA
201482197,0,0,NA
201482198,0,0,NA
201482428,0,0,NA
201482434,0,0,NA
201482285,0,0,NA
