"HydroID","cnt","coreforest_1985_sum","coreforest_1985_pct"
201480087,0,0,NA
201480086,0,0,NA
201480176,0,0,NA
201480107,0,0,NA
201480106,0,0,NA
201480179,0,0,NA
201480296,0,0,NA
201480175,0,0,NA
201480462,0,0,NA
201480240,0,0,NA
201480295,0,0,NA
201480461,0,0,NA
201480603,0,0,NA
201480452,0,0,NA
201480636,0,0,NA
201480451,0,0,NA
201480644,0,0,NA
201480643,0,0,NA
201480635,0,0,NA
201480884,0,0,NA
201480602,0,0,NA
201480883,0,0,NA
201480704,0,0,NA
201480820,0,0,NA
201480703,0,0,NA
201481013,0,0,NA
201480839,0,0,NA
201480949,0,0,NA
201480821,0,0,NA
201481139,0,0,NA
201481130,0,0,NA
201480921,0,0,NA
201481018,0,0,NA
201481059,0,0,NA
201481088,0,0,NA
201481017,0,0,NA
201481022,0,0,NA
201480952,0,0,NA
201481021,0,0,NA
201481135,2102,929,0.441960038058991
201481176,0,0,NA
201481100,0,0,NA
201481169,0,0,NA
201481072,0,0,NA
201481087,0,0,NA
201481145,0,0,NA
201481111,0,0,NA
201481146,0,0,NA
201481129,0,0,NA
201481263,0,0,NA
201481144,0,0,NA
201481142,2219,1193,0.537629562866156
201481175,0,0,NA
201481278,0,0,NA
201481279,0,0,NA
201481187,0,0,NA
201481503,0,0,NA
201481404,0,0,NA
201481289,0,0,NA
201481315,0,0,NA
201481322,0,0,NA
201481284,0,0,NA
201481375,0,0,NA
201481321,0,0,NA
201481290,0,0,NA
201481634,0,0,NA
201481310,0,0,NA
201481456,4159,1774,0.426544842510219
201481302,0,0,NA
201481296,0,0,NA
201481330,0,0,NA
201481544,0,0,NA
201481435,0,0,NA
201481373,0,0,NA
201481498,0,0,NA
201481501,1450,220,0.151724137931034
201481408,0,0,NA
201481382,0,0,NA
201481407,0,0,NA
201481502,0,0,NA
201481469,0,0,NA
201481636,0,0,NA
201481500,1188,599,0.504208754208754
201481478,1556,586,0.376606683804627
201481514,1314,395,0.300608828006088
201481651,0,0,NA
201481511,0,0,NA
201481532,0,0,NA
201481711,0,0,NA
201481455,1067,382,0.358013120899719
201481627,0,0,NA
201481574,1099,199,0.181073703366697
201481635,0,0,NA
201481479,923,331,0.358613217768147
201481659,0,0,NA
201481628,0,0,NA
201481515,945,411,0.434920634920635
201481733,1705,1115,0.653958944281525
201481600,0,0,NA
201481545,0,0,NA
201481538,42,3,0.0714285714285714
201481535,485,286,0.589690721649485
201481575,937,300,0.32017075773746
201481537,3,0,0
201481642,2909,1505,0.517359917497422
201481667,758,148,0.195250659630607
201481825,0,0,NA
201481748,1028,420,0.408560311284047
201481664,0,0,NA
201481599,0,0,NA
201481699,0,0,NA
201481688,0,0,NA
201481663,0,0,NA
201481665,0,0,NA
201482016,0,0,NA
201481824,0,0,NA
201481671,0,0,NA
201481644,0,0,NA
201481641,0,0,NA
201481652,0,0,NA
201481746,0,0,NA
201481739,0,0,NA
201481681,0,0,NA
201481689,0,0,NA
201481668,953,250,0.262329485834208
201481940,0,0,NA
201481648,0,0,NA
201481682,0,0,NA
201481740,0,0,NA
201481747,0,0,NA
201481700,0,0,NA
201481712,0,0,NA
201481732,1254,354,0.282296650717703
201481741,0,0,NA
201481831,2592,602,0.232253086419753
201481762,21,11,0.523809523809524
201481887,0,0,NA
201481796,0,0,NA
201481972,1494,561,0.375502008032129
201481873,0,0,NA
201481800,1042,464,0.445297504798464
201482058,1970,572,0.290355329949239
201481982,0,0,NA
201481902,0,0,NA
201481946,0,0,NA
201482006,0,0,NA
201482118,0,0,NA
201481922,2161,1487,0.688107357704766
201481912,1244,208,0.167202572347267
201482256,0,0,NA
201481985,1619,481,0.297096973440395
201481938,0,0,NA
201482072,0,0,NA
201481955,0,0,NA
201482031,1433,350,0.244242847173761
201481949,92,0,0
201482014,0,0,NA
201481954,1475,479,0.324745762711864
201482138,0,0,NA
201482005,0,0,NA
201482013,0,0,NA
201481977,44,0,0
201482137,0,0,NA
201482171,0,0,NA
201481986,39,0,0
201481990,0,0,NA
201482012,0,0,NA
201482037,1424,436,0.306179775280899
201482135,1199,40,0.0333611342785655
201482231,0,0,NA
201482062,1587,891,0.561436672967864
201482017,0,0,NA
201482047,0,0,NA
201482158,0,0,NA
201482055,0,0,NA
201482249,0,0,NA
201482103,2956,779,0.263531799729364
201482041,0,0,NA
201482059,0,0,NA
201482134,0,0,NA
201482104,78,17,0.217948717948718
201482145,0,0,NA
201482117,0,0,NA
201482286,0,0,NA
201482175,1283,636,0.495713172252533
201482159,983,281,0.285859613428281
201482177,0,0,NA
201482398,4465,982,0.21993281075028
201482170,0,0,NA
201482257,0,0,NA
201482203,0,0,NA
201482197,0,0,NA
201482198,0,0,NA
201482428,0,0,NA
201482434,0,0,NA
201482285,0,0,NA
